Date,Open,High,Low,Close,Adj Close,Volume
2022-01-14,263.0,271.9700012207031,262.1000061035156,269.4200134277344,269.3171691894531,39583200
2022-01-18,262.6000061035156,266.3800048828125,257.70001220703125,259.0299987792969,258.9311218261719,42427000
2022-01-19,260.7900085449219,265.42999267578125,250.52000427246094,250.6699981689453,250.57432556152344,48831500
2022-01-20,253.0399932861328,255.7899932861328,240.77999877929688,241.5,241.40782165527344,43518100
2022-01-21,235.07000732421875,248.22999572753906,232.6300048828125,233.74000549316406,233.65078735351562,71895800
2022-01-24,223.3000030517578,233.8000030517578,208.8800048828125,233.72000122070312,233.63079833984375,91398200
2022-01-25,225.4600067138672,229.42999267578125,220.0,223.24000549316406,223.15480041503906,66461600
2022-01-26,232.39999389648438,240.57000732421875,223.0,227.72000122070312,227.63308715820312,75595900
2022-01-27,235.67999267578125,239.9499969482422,216.75,219.44000244140625,219.3562469482422,57335300
2022-01-28,220.1199951171875,228.5800018310547,212.9600067138672,228.39999389648438,228.3128204345703,54377400
2022-01-31,231.82000732421875,245.08999633789062,230.52000427246094,244.86000061035156,244.76654052734375,56468000
2022-02-01,251.0399932861328,251.4499969482422,238.89999389648438,246.3800048828125,246.2859649658203,51892500
2022-02-02,257.94000244140625,258.1700134277344,245.52999877929688,252.4199981689453,252.32366943359375,54341900
2022-02-03,244.5800018310547,250.77000427246094,237.8000030517578,239.47999572753906,239.3885955810547,41017800
2022-02-04,239.72000122070312,246.35000610351562,236.32000732421875,243.19000244140625,243.09718322753906,35482900
2022-02-07,243.72000122070312,251.82000732421875,242.02000427246094,247.27999877929688,247.1856231689453,37686800
2022-02-08,243.58999633789062,252.3000030517578,239.8000030517578,251.0800018310547,250.9841766357422,41035900
2022-02-09,256.2200012207031,267.25,253.52999877929688,267.04998779296875,266.94805908203125,52428200
2022-02-10,259.95001220703125,269.25,256.0,258.239990234375,258.14141845703125,51320000
2022-02-11,259.1600036621094,261.5199890136719,237.72999572753906,239.49000549316406,239.3986053466797,60547200
2022-02-14,239.33999633789062,248.75,237.5500030517578,242.6699981689453,242.57737731933594,44042400
2022-02-15,249.49000549316406,265.45001220703125,247.83999633789062,264.95001220703125,264.848876953125,69986900
2022-02-16,262.5899963378906,265.82000732421875,255.52000427246094,265.1099853515625,265.0087890625,73267600
2022-02-17,256.29998779296875,257.8500061035156,241.64999389648438,245.07000732421875,244.97647094726562,81059500
2022-02-18,246.67999267578125,249.86000061035156,231.0,236.4199981689453,236.3297576904297,76125500
2022-02-22,230.35000610351562,240.63999938964844,230.0,233.89999389648438,233.8107147216797,63342200
2022-02-23,238.02000427246094,241.5500030517578,223.00999450683594,223.8699951171875,223.7845458984375,56651100
2022-02-24,210.14999389648438,238.0,208.89999389648438,237.47999572753906,237.3893585205078,73580100
2022-02-25,237.2100067138672,242.1699981689453,233.80999755859375,241.57000732421875,241.47781372070312,52886600
2022-02-28,239.9199981689453,246.64999389648438,237.07000732421875,243.85000610351562,243.75692749023438,47731900
2022-03-01,242.91000366210938,243.77000427246094,231.32000732421875,234.77000427246094,234.68040466308594,41205600
2022-03-02,237.55999755859375,244.08999633789062,234.14999389648438,242.1999969482422,242.1488037109375,38964200
2022-03-03,242.6199951171875,243.25999450683594,234.69000244140625,237.13999938964844,237.08987426757812,36509500
2022-03-04,233.83999633789062,236.8000030517578,224.82000732421875,229.36000061035156,229.3115234375,43141500
2022-03-07,228.1699981689453,230.3300018310547,213.3000030517578,213.52000427246094,213.47486877441406,45082100
2022-03-08,213.08999633789062,223.72999572753906,206.5,215.13999938964844,215.0945281982422,55746700
2022-03-09,223.8699951171875,232.1999969482422,222.47000122070312,230.13999938964844,230.0913543701172,49274200
2022-03-10,225.30999755859375,227.8800048828125,218.82000732421875,226.5800018310547,226.53211975097656,42806600
2022-03-11,230.22000122070312,231.4499969482422,220.4600067138672,221.0,220.9532928466797,36720900
2022-03-14,218.69000244140625,222.6199951171875,211.58999633789062,213.3000030517578,213.25491333007812,38535400
2022-03-15,215.17999267578125,230.3800048828125,213.22000122070312,229.72999572753906,229.6814422607422,49199600
2022-03-16,235.0,245.97000122070312,231.72000122070312,244.9600067138672,244.90823364257812,67142200
2022-03-17,241.1999969482422,248.4199981689453,239.05999755859375,247.66000366210938,247.607666015625,47194100
2022-03-18,247.99000549316406,265.69000244140625,246.24000549316406,264.5299987792969,264.4740905761719,73071900
2022-03-21,265.07000732421875,271.5199890136719,259.6700134277344,267.3399963378906,267.2834777832031,59172700
2022-03-22,267.2699890136719,272.3800048828125,260.7200012207031,265.239990234375,265.1839294433594,54700700
2022-03-23,261.260009765625,266.1199951171875,255.75,256.3399963378906,256.28582763671875,50212000
2022-03-24,261.6600036621094,283.20001220703125,259.07000732421875,281.5,281.44049072265625,87737900
2022-03-25,278.8599853515625,283.5799865722656,272.7099914550781,276.9200134277344,276.8614807128906,57901600
2022-03-28,277.55999755859375,282.5,272.05999755859375,282.19000244140625,282.13037109375,42549400
2022-03-29,286.95001220703125,289.4599914550781,279.79998779296875,286.55999755859375,286.4994201660156,48898400
2022-03-30,283.0400085449219,284.9599914550781,275.0299987792969,276.8999938964844,276.8414611816406,46348700
2022-03-31,277.82000732421875,282.4800109863281,272.70001220703125,272.8599853515625,272.80230712890625,52344000
2022-04-01,273.75,274.9599914550781,262.6700134277344,267.1199951171875,267.06353759765625,51723500
2022-04-04,267.2799987792969,275.5799865722656,266.1300048828125,273.6000061035156,273.54217529296875,39712000
2022-04-05,272.5400085449219,273.19000244140625,258.20001220703125,259.30999755859375,259.25518798828125,43661500
2022-04-06,249.33999633789062,253.0,240.02999877929688,244.07000732421875,244.01841735839844,70383300
2022-04-07,244.41000366210938,247.22000122070312,234.77999877929688,242.0800018310547,242.02883911132812,55799200
2022-04-08,239.1699981689453,239.22999572753906,230.6199951171875,231.19000244140625,231.14114379882812,52478100
2022-04-11,222.13999938964844,223.1999969482422,216.60000610351562,219.1699981689453,219.12367248535156,57520700
2022-04-12,225.3699951171875,227.25,212.82000732421875,215.0399932861328,214.99453735351562,66225800
2022-04-13,217.27999877929688,225.0,214.5500030517578,222.02999877929688,221.9830780029297,51694300
2022-04-14,225.0500030517578,227.77000427246094,211.6300048828125,212.5800018310547,212.53506469726562,56909700
2022-04-18,212.0,220.8800048828125,210.7899932861328,217.8300018310547,217.78396606445312,52570100
2022-04-19,217.1999969482422,223.72999572753906,213.13999938964844,221.97999572753906,221.93307495117188,51278100
2022-04-20,225.1699981689453,226.6999969482422,212.0,214.82000732421875,214.77459716796875,46897400
2022-04-21,217.08999633789062,223.9199981689453,200.0,201.8300018310547,201.78733825683594,65620900
2022-04-22,203.02999877929688,204.86000061035156,195.0,195.14999389648438,195.10874938964844,62471300
2022-04-25,192.02000427246094,199.4499969482422,190.9600067138672,199.02000427246094,198.97793579101562,64156600
2022-04-26,197.17999267578125,197.8800048828125,186.6999969482422,187.8800048828125,187.84030151367188,65314300
2022-04-27,185.97999572753906,191.6699981689453,182.89999389648438,184.14999389648438,184.11106872558594,49946000
2022-04-28,189.6699981689453,200.3699951171875,184.89999389648438,197.82000732421875,197.7781982421875,57032700
2022-04-29,194.02000427246094,201.27999877929688,185.1699981689453,185.47000122070312,185.43080139160156,50043500
2022-05-02,185.41000366210938,195.74000549316406,183.91000366210938,195.3300018310547,195.28871154785156,57204900
2022-05-03,194.0,198.25,191.3300018310547,196.02000427246094,195.97857666015625,47575100
2022-05-04,199.22999572753906,204.0,187.50999450683594,203.33999633789062,203.29701232910156,64885500
2022-05-05,198.6699981689453,199.25,185.0,188.44000244140625,188.40017700195312,62633100
2022-05-06,187.36000061035156,195.1199951171875,179.89999389648438,186.75,186.7105255126953,63329700
2022-05-09,180.33999633789062,182.5500030517578,168.27000427246094,169.5,169.46417236328125,64445500
2022-05-10,176.88999938964844,181.97999572753906,170.25,175.9499969482422,175.91281127929688,76147400
2022-05-11,173.47000122070312,177.52999877929688,165.67999267578125,166.3000030517578,166.2648468017578,67016700
2022-05-12,162.19000244140625,167.8800048828125,155.6699981689453,161.75,161.7158203125,70872800
2022-05-13,167.8800048828125,179.27999877929688,165.92999267578125,177.05999755859375,177.02256774902344,67043700
2022-05-16,175.08999633789062,177.8800048828125,171.05999755859375,172.63999938964844,172.603515625,52144600
2022-05-17,180.74000549316406,183.7100067138672,176.33999633789062,181.77000427246094,181.73158264160156,58583000
2022-05-18,177.0500030517578,181.17999267578125,168.63999938964844,169.3800048828125,169.34420776367188,54516100
2022-05-19,169.3699951171875,176.8699951171875,167.33999633789062,171.24000549316406,171.2038116455078,62131000
2022-05-20,173.32000732421875,174.10000610351562,157.5500030517578,166.94000244140625,166.90472412109375,73910500
2022-05-23,162.74000549316406,169.14999389648438,161.7899932861328,168.97999572753906,168.94427490234375,63988900
2022-05-24,165.10000610351562,165.97000122070312,157.8000030517578,161.5399932861328,161.50584411621094,58855000
2022-05-25,160.1999969482422,171.11000061035156,160.0,169.75,169.71412658691406,78113200
2022-05-26,160.36000061035156,180.9199981689453,160.22000122070312,178.50999450683594,178.47225952148438,99657500
2022-05-27,181.86000061035156,188.80999755859375,181.0,188.11000061035156,188.0702362060547,73837900
2022-05-31,189.8000030517578,192.0,183.5,186.72000122070312,186.6805419921875,66410000
2022-06-01,187.24000549316406,190.52999877929688,181.22000122070312,183.1999969482422,183.16127014160156,54451400
2022-06-02,182.9199981689453,196.19000244140625,181.97999572753906,195.9199981689453,195.8785858154297,64865600
2022-06-03,190.82000732421875,193.32000732421875,185.22000122070312,187.1999969482422,187.16043090820312,59877900
2022-06-06,191.38999938964844,193.3699951171875,185.63999938964844,187.86000061035156,187.82029724121094,42240600
2022-06-07,184.72000122070312,190.0,181.8800048828125,189.25999450683594,189.21998596191406,38891400
2022-06-08,187.99000549316406,191.8000030517578,185.35000610351562,186.47999572753906,186.47999572753906,36325200
2022-06-09,184.80999755859375,189.3300018310547,180.41000366210938,180.47999572753906,180.47999572753906,39557400
2022-06-10,176.0,176.97000122070312,168.69000244140625,169.74000549316406,169.74000549316406,46524800
2022-06-13,160.0,163.1199951171875,156.05999755859375,156.47000122070312,156.47000122070312,60415300
2022-06-14,157.30999755859375,160.66000366210938,154.1199951171875,158.36000061035156,158.36000061035156,46968000
2022-06-15,160.9499969482422,168.67999267578125,159.25999450683594,165.27000427246094,165.27000427246094,56393600
2022-06-16,158.60000610351562,159.4199981689453,154.00999450683594,156.00999450683594,156.00999450683594,54574900
2022-06-17,156.47999572753906,159.9499969482422,153.27999877929688,158.8000030517578,158.8000030517578,63033400
2022-06-21,164.75,170.0800018310547,164.07000732421875,165.66000366210938,165.66000366210938,48308900
2022-06-22,162.25999450683594,166.6199951171875,161.8000030517578,163.60000610351562,163.60000610351562,43713500
2022-06-23,165.19000244140625,165.85000610351562,158.52999877929688,162.25,162.25,46368000
2022-06-24,165.0,171.39999389648438,163.10000610351562,171.25999450683594,171.25999450683594,47215300
2022-06-27,173.1199951171875,173.3000030517578,166.25999450683594,168.69000244140625,168.69000244140625,42796800
2022-06-28,169.0,172.02000427246094,159.4499969482422,159.82000732421875,159.82000732421875,46114900
2022-06-29,158.13999938964844,158.1999969482422,151.6999969482422,155.4199981689453,155.4199981689453,48235200
2022-06-30,153.61000061035156,155.6699981689453,148.6199951171875,151.58999633789062,151.58999633789062,68607000
2022-07-01,148.99000549316406,150.6300048828125,143.9199981689453,145.22999572753906,145.22999572753906,57662300
2022-07-05,141.75,149.7100067138672,140.5500030517578,149.63999938964844,149.63999938964844,65139700
2022-07-06,150.10000610351562,153.19000244140625,147.88999938964844,151.3000030517578,151.3000030517578,52906600
2022-07-07,154.55999755859375,159.4499969482422,153.88999938964844,158.5800018310547,158.5800018310547,49290300
2022-07-08,154.3000030517578,160.3699951171875,153.88999938964844,158.3800048828125,158.3800048828125,46763500
2022-07-11,155.25999450683594,155.27000427246094,150.3800048828125,151.52000427246094,151.52000427246094,43732100
2022-07-12,152.67999267578125,154.30999755859375,148.77000427246094,150.82000732421875,150.82000732421875,45848300
2022-07-13,145.89999389648438,153.75,144.64999389648438,151.63999938964844,151.63999938964844,52191800
2022-07-14,151.0800018310547,154.72999572753906,147.27999877929688,153.72000122070312,153.72000122070312,45623500
2022-07-15,156.58999633789062,157.82000732421875,154.4499969482422,157.6199951171875,157.6199951171875,38447100
2022-07-18,163.02000427246094,168.97000122070312,160.02000427246094,161.00999450683594,161.00999450683594,67051700
2022-07-19,164.86000061035156,171.10000610351562,161.72000122070312,169.9199981689453,169.9199981689453,70236600
2022-07-20,169.47000122070312,179.3300018310547,168.00999450683594,178.07000732421875,178.07000732421875,76053800
2022-07-21,178.85000610351562,181.44000244140625,175.4499969482422,180.5,180.5,55704900
2022-07-22,178.92999267578125,179.6699981689453,171.3699951171875,173.19000244140625,173.19000244140625,53628300
2022-07-25,170.19000244140625,171.22999572753906,166.49000549316406,170.24000549316406,170.24000549316406,47387195
